Customer id,Survey year,Satisfaction score
dj_1141,2018,3.1
dj_1506,2018,2
dj_1871,2018,1.9
dj_776,2018,2.8
dj_46,2018,2
dj_412,2018,2.6
dj_777,2018,2.4
dj_1142,2018,2
dj_1507,2018,2.9
dj_1872,2018,2.6
dj_47,2018,2.2
dj_413,2018,3.3
dj_1508,2018,2.3
dj_1873,2018,3.1
dj_48,2018,2.8
dj_778,2018,3.7
dj_1143,2018,1.9
dj_1144,2018,4.5
dj_1509,2018,3.7
dj_779,2018,3.3
dj_1874,2018,4.1
dj_414,2018,4.9
dj_49,2018,3.6
dj_415,2018,3.2
dj_1510,2018,3.2
dj_1875,2018,4.5
dj_780,2018,5
dj_1145,2018,4.7
dj_50,2018,4.7
dj_416,2018,4.9
dj_51,2018,4.4
dj_1876,2018,2.9
dj_781,2018,3.3
dj_1511,2018,3.9
dj_1146,2018,4.9
dj_417,2018,3.9
dj_52,2018,3.1
dj_1147,2018,3.9
dj_1877,2018,3
dj_782,2018,4.8
dj_1512,2018,2.9
dj_1513,2018,4.3
dj_783,2018,3.4
dj_1148,2018,4.3
dj_1878,2018,3.5
dj_418,2018,4.5
dj_53,2018,4.5
dj_419,2018,3
dj_54,2018,4.1
dj_784,2018,4
dj_1149,2018,3.7
dj_1514,2018,4.9
dj_1879,2018,3.7
dj_785,2018,4.2
dj_1150,2018,5
dj_1880,2018,4.1
dj_420,2018,4.7
dj_1515,2018,3.5
dj_55,2018,3.2
dj_421,2018,3.8
dj_1516,2018,3
dj_56,2018,4.8
dj_786,2018,4.6
dj_1151,2018,4.6
dj_1881,2018,3.9
dj_1882,2018,3.6
dj_57,2018,3.2
dj_787,2018,3.4
dj_1517,2018,2.7
dj_422,2018,4.4
dj_1152,2018,3.5
dj_1153,2018,4.5
dj_423,2018,4.8
dj_58,2018,4.5
dj_1883,2018,4.3
dj_788,2018,3.9
dj_1518,2018,3
dj_1884,2018,3.3
dj_424,2018,3.7
dj_789,2018,4.3
dj_1519,2018,3.6
dj_1154,2018,4.3
dj_59,2018,4.8
dj_1520,2018,2.9
dj_425,2018,4.7
dj_60,2018,3.8
dj_1155,2018,4
dj_1885,2018,3.4
dj_790,2018,3.3
dj_1156,2018,4.6
dj_1886,2018,5
dj_61,2018,4.7
dj_791,2018,5
dj_1521,2018,2.8
dj_426,2018,2.8
dj_1522,2018,4.3
dj_1887,2018,3
dj_427,2018,4.7
dj_1157,2018,4.1
dj_62,2018,3.8
dj_792,2018,4.6
dj_1523,2018,4.9
dj_428,2018,4.7
dj_63,2018,3.7
dj_793,2018,3.2
dj_1158,2018,4.3
dj_1888,2018,3.3
dj_1159,2018,4.3
dj_1524,2018,4.5
dj_1889,2018,3.5
dj_429,2018,4
dj_64,2018,2.9
dj_794,2018,3.7
dj_1525,2018,4.1
dj_795,2018,4.6
dj_1160,2018,3.5
dj_1890,2018,4.5
dj_430,2018,5
dj_65,2018,4.3
dj_1526,2018,4
dj_1891,2018,4.9
dj_431,2018,3.4
dj_66,2018,3.5
dj_1161,2018,3.5
dj_796,2018,4.2
dj_1162,2018,4.5
dj_432,2018,4.3
dj_67,2018,4.8
dj_797,2018,4.8
dj_1527,2018,2.9
dj_1892,2018,4.4
dj_1528,2018,4
dj_1893,2018,5
dj_433,2018,4.5
dj_1163,2018,4
dj_68,2018,3.5
dj_798,2018,3.1
dj_1529,2018,3.3
dj_69,2018,4.1
dj_799,2018,3.1
dj_1164,2018,5
dj_1894,2018,4.5
dj_434,2018,2.9
dj_1165,2018,3.8
dj_1895,2018,4.7
dj_435,2018,3.3
dj_70,2018,3.9
dj_1530,2018,4.7
dj_800,2018,4
dj_436,2018,4.1
dj_801,2018,4.2
dj_1166,2018,3.9
dj_1531,2018,3.1
dj_1896,2018,2.8
dj_71,2018,3.2
dj_1897,2018,2.8
dj_437,2018,2.9
dj_72,2018,3.3
dj_1167,2018,4.2
dj_1532,2018,3.4
dj_802,2018,4.6
dj_1168,2018,5
dj_1898,2018,4.4
dj_73,2018,3
dj_803,2018,4.6
dj_1533,2018,3.5
dj_438,2018,3.6
dj_439,2018,3.1
dj_1169,2018,4.9
dj_1534,2018,4.6
dj_1899,2018,4.1
dj_74,2018,3.8
dj_804,2018,3.6
dj_1535,2018,4.5
dj_440,2018,4.1
dj_75,2018,5
dj_805,2018,3.6
dj_1170,2018,4.6
dj_1900,2018,3.4
dj_1171,2018,4.3
dj_441,2018,3.6
dj_76,2018,3.6
dj_1536,2018,3.7
dj_1901,2018,4.2
dj_806,2018,4.4
dj_1537,2018,4.2
dj_1902,2018,3
dj_807,2018,3.1
dj_1172,2018,3.9
dj_442,2018,3.5
dj_77,2018,4.9
dj_1903,2018,3.4
dj_443,2018,4
dj_78,2018,2.9
dj_1173,2018,4
dj_1538,2018,3
dj_808,2018,4.7
dj_1174,2018,4.3
dj_444,2018,4.1
dj_79,2018,3.7
dj_809,2018,4.5
dj_1539,2018,4
dj_1904,2018,4.5
dj_1905,2018,3.7
dj_445,2018,4.7
dj_1175,2018,4.9
dj_1540,2018,4.5
dj_80,2018,3.3
dj_810,2018,3.2
dj_1541,2018,3.7
dj_81,2018,4.9
dj_811,2018,4.5
dj_1176,2018,5
dj_1906,2018,3.8
dj_446,2018,4.2
dj_1177,2018,4.5
dj_1542,2018,3.4
dj_447,2018,2.8
dj_82,2018,4.5
dj_1907,2018,3.4
dj_812,2018,5
dj_1908,2018,3.8
dj_448,2018,4
dj_813,2018,4.6
dj_1178,2018,4.1
dj_1543,2018,4.6
dj_83,2018,3.6
dj_1544,2018,3.5
dj_1909,2018,3.9
dj_449,2018,3
dj_84,2018,3.6
dj_1179,2018,4.5
dj_814,2018,3.4
dj_1180,2018,3.5
dj_1545,2018,3.9
dj_1910,2018,3.6
dj_815,2018,4.3
dj_85,2018,3.7
dj_450,2018,3
dj_1911,2018,3.6
dj_451,2018,3.1
dj_1181,2018,4.4
dj_1546,2018,4.9
dj_816,2018,3.3
dj_86,2018,2.9
dj_1547,2018,4.2
dj_452,2018,4.1
dj_817,2018,3.5
dj_87,2018,4
dj_1182,2018,4.2
dj_1912,2018,4.7
dj_1183,2018,4.9
dj_453,2018,4.2
dj_88,2018,4
dj_1548,2018,4.8
dj_1913,2018,4.5
dj_818,2018,4.3
dj_819,2018,3.3
dj_1184,2018,4.6
dj_1549,2018,4.8
dj_1914,2018,4.2
dj_454,2018,3.9
dj_89,2018,3.5
dj_1550,2018,4.7
dj_455,2018,4.6
dj_90,2018,5
dj_1185,2018,4.3
dj_1915,2018,3.3
dj_820,2018,3.8
dj_1186,2018,3.5
dj_1551,2018,2.9
dj_1916,2018,4.3
dj_456,2018,3.7
dj_821,2018,4.1
dj_91,2018,3.6
dj_457,2018,3.8
dj_1187,2018,3.7
dj_1552,2018,4.4
dj_1917,2018,3.9
dj_822,2018,3.2
dj_92,2018,4.7
dj_1553,2018,4.1
dj_823,2018,3.8
dj_93,2018,4.1
dj_1188,2018,3.9
dj_1918,2018,4.5
dj_458,2018,3.7
dj_1554,2018,4.2
dj_459,2018,3.1
dj_94,2018,4
dj_1189,2018,4.9
dj_1919,2018,3.9
dj_824,2018,3.7
dj_1555,2018,3.6
dj_1920,2018,3.2
dj_460,2018,3.8
dj_825,2018,4.3
dj_1190,2018,4.2
dj_95,2018,4.2
dj_1556,2018,3.7
dj_1921,2018,3
dj_461,2018,3
dj_96,2018,4.5
dj_1191,2018,5
dj_826,2018,4.1
dj_827,2018,3.8
dj_97,2018,4.2
dj_1192,2018,4.7
dj_1557,2018,3.3
dj_1922,2018,3
dj_462,2018,5
dj_1923,2018,3.8
dj_463,2018,3.2
dj_1193,2018,3.5
dj_1558,2018,4.4
dj_828,2018,4.6
dj_98,2018,4.8
dj_1924,2018,3.6
dj_464,2018,4.7
dj_829,2018,4
dj_99,2018,3.9
dj_1194,2018,4.5
dj_1559,2018,3.5
dj_100,2018,5
dj_465,2018,4.4
dj_1195,2018,3.9
dj_1560,2018,3.6
dj_1925,2018,4
dj_830,2018,3.9
dj_1926,2018,3.6
dj_831,2018,4.8
dj_101,2018,2.9
dj_1196,2018,3.8
dj_1561,2018,3.3
dj_466,2018,4.5
dj_102,2018,4.8
dj_467,2018,4.8
dj_1197,2018,3.6
dj_1562,2018,3.8
dj_1927,2018,4.5
dj_832,2018,5
dj_103,2018,3.1
dj_1563,2018,3.4
dj_468,2018,3.1
dj_833,2018,4.8
dj_1198,2018,4.4
dj_1928,2018,3
dj_1564,2018,4.2
dj_1929,2018,3.4
dj_469,2018,4.9
dj_104,2018,4
dj_1199,2018,4.2
dj_834,2018,4.2
dj_105,2018,4.7
dj_835,2018,4.6
dj_1200,2018,4.6
dj_1565,2018,2.7
dj_1930,2018,4.2
dj_470,2018,3.8
dj_106,2018,3.7
dj_471,2018,2.9
dj_1201,2018,4.4
dj_1566,2018,5
dj_1931,2018,3.1
dj_836,2018,3.4
dj_472,2018,4.1
dj_837,2018,3.3
dj_107,2018,3.6
dj_1202,2018,3.8
dj_1567,2018,3.2
dj_1932,2018,4.3
dj_108,2018,4.9
dj_1933,2018,2.9
dj_473,2018,3.9
dj_1203,2018,4
dj_1568,2018,3.5
dj_838,2018,3.9
dj_109,2018,2.1
dj_1569,2018,2.5
dj_1934,2018,1.9
dj_839,2018,2.9
dj_1204,2018,2.3
dj_474,2018,2.3
dj_1570,2018,1.9
dj_475,2018,2.9
dj_110,2018,2.4
dj_1205,2018,3.1
dj_1935,2018,2.8
dj_840,2018,3
dj_111,2018,2.6
dj_476,2018,3.9
dj_841,2018,4.1
dj_1206,2018,2
dj_1571,2018,3.3
dj_1936,2018,3.4
dj_112,2018,2.8
dj_477,2018,3.4
dj_1207,2018,3.5
dj_1572,2018,3.9
dj_1937,2018,4.9
dj_842,2018,3.6
dj_1938,2018,3
dj_843,2018,2.2
dj_113,2018,1.9
dj_1208,2018,2.4
dj_1573,2018,2
dj_478,2018,2.3
dj_114,2018,1.9
dj_1574,2018,2.9
dj_479,2018,4.8
dj_1209,2018,2.4
dj_1939,2018,2.6
dj_844,2018,4.8
dj_115,2018,3.3
dj_1940,2018,4.2
dj_480,2018,3.9
dj_845,2018,3.4
dj_1210,2018,4.1
dj_1575,2018,3.4
dj_1941,2018,2.7
dj_481,2018,4.2
dj_116,2018,3
dj_1211,2018,4.5
dj_1576,2018,4.6
dj_846,2018,3.7
dj_117,2018,5
dj_1942,2018,3.3
dj_847,2018,3.4
dj_1212,2018,4.9
dj_1577,2018,3.6
dj_482,2018,4.3
dj_118,2018,3.8
dj_1578,2018,4.7
dj_1943,2018,3.5
dj_483,2018,3
dj_1213,2018,4.9
dj_848,2018,3.8
dj_1579,2018,2.9
dj_1944,2018,2.9
dj_484,2018,2.8
dj_849,2018,3.4
dj_119,2018,4.6
dj_1214,2018,4.3
dj_120,2018,3.6
dj_1580,2018,3.1
dj_485,2018,4.6
dj_1215,2018,3.8
dj_1945,2018,3.5
dj_850,2018,4.6
dj_121,2018,4.8
dj_851,2018,3.1
dj_1216,2018,4.2
dj_1581,2018,3.3
dj_1946,2018,3.5
dj_486,2018,3.8
dj_487,2018,4.6
dj_1217,2018,3.8
dj_122,2018,2.9
dj_1582,2018,4.4
dj_1947,2018,4
dj_852,2018,3.6
dj_123,2018,3
dj_488,2018,3.9
dj_853,2018,3.7
dj_1218,2018,3.6
dj_1583,2018,4.5
dj_1948,2018,3.8
dj_124,2018,2.9
dj_1584,2018,3.3
dj_489,2018,3.2
dj_1219,2018,4.1
dj_1949,2018,5
dj_854,2018,3.8
dj_1950,2018,4.8
dj_855,2018,4.6
dj_1220,2018,3.5
dj_125,2018,3
dj_1585,2018,4.9
dj_490,2018,4.8
dj_126,2018,4.6
dj_1586,2018,3.7
dj_1951,2018,3.9
dj_491,2018,3.7
dj_1221,2018,3.5
dj_856,2018,4.6
dj_127,2018,4.6
dj_1587,2018,2.7
dj_1952,2018,3.3
dj_492,2018,4.9
dj_857,2018,4.4
dj_1222,2018,5
dj_1588,2018,4
dj_493,2018,4.7
dj_1223,2018,4.8
dj_128,2018,3.2
dj_1953,2018,3.2
dj_858,2018,3.9
dj_129,2018,4.6
dj_859,2018,4.6
dj_1224,2018,4.1
dj_1589,2018,4.6
dj_1954,2018,2.7
dj_494,2018,4.9
dj_130,2018,3.8
dj_495,2018,2.8
dj_1225,2018,4.9
dj_1590,2018,2.7
dj_1955,2018,2.8
dj_860,2018,4.1
dj_1591,2018,4.6
dj_496,2018,3.8
dj_861,2018,4
dj_1226,2018,3.5
dj_131,2018,4.8
dj_1956,2018,3.1
dj_132,2018,3.8
dj_1592,2018,4
dj_497,2018,3
dj_1227,2018,4.7
dj_1957,2018,3.7
dj_862,2018,3.6
dj_133,2018,4.5
dj_1593,2018,3.8
dj_1958,2018,4.2
dj_863,2018,4.8
dj_1228,2018,4.4
dj_498,2018,3
dj_1594,2018,3.7
dj_499,2018,3.2
dj_1229,2018,4.3
dj_134,2018,3.8
dj_1959,2018,4.5
dj_864,2018,3.2
dj_135,2018,4.1
dj_500,2018,4.7
dj_865,2018,3.1
dj_1230,2018,4.2
dj_1595,2018,4.8
dj_1960,2018,4
dj_136,2018,3.7
dj_1596,2018,4.2
dj_501,2018,3.7
dj_1231,2018,4.5
dj_1961,2018,2.8
dj_866,2018,3.1
dj_1232,2018,4.9
dj_137,2018,3.2
dj_1597,2018,2.9
dj_1962,2018,3.7
dj_502,2018,4.1
dj_867,2018,3.4
dj_138,2018,3.1
dj_1598,2018,3.5
dj_503,2018,4.6
dj_868,2018,4.7
dj_1233,2018,4.9
dj_1963,2018,2.9
dj_139,2018,4.6
dj_504,2018,4.3
dj_1234,2018,3.6
dj_1599,2018,3.8
dj_1964,2018,4
dj_869,2018,4.8
dj_1965,2018,3.6
dj_505,2018,4.9
dj_1235,2018,4.1
dj_140,2018,3.6
dj_1600,2018,4.2
dj_870,2018,4.7
dj_141,2018,4.2
dj_1966,2018,5
dj_871,2018,4.2
dj_1236,2018,5
dj_1601,2018,4.3
dj_506,2018,4.3
dj_142,2018,4.6
dj_507,2018,4.3
dj_1237,2018,4.3
dj_1602,2018,2.8
dj_1967,2018,3.2
dj_872,2018,4.4
dj_1603,2018,3.5
dj_508,2018,3.1
dj_1238,2018,3.9
dj_143,2018,5
dj_1968,2018,4.7
dj_873,2018,3.7
dj_144,2018,3.9
dj_509,2018,4.2
dj_874,2018,3.5
dj_1239,2018,5
dj_1604,2018,4.6
dj_1969,2018,4.1
dj_145,2018,3.9
dj_1240,2018,3.5
dj_1605,2018,5
dj_1970,2018,3.6
dj_510,2018,3.3
dj_875,2018,4
dj_1606,2018,3.2
dj_1971,2018,4.9
dj_511,2018,4.3
dj_1241,2018,4.1
dj_146,2018,3.2
dj_876,2018,5
dj_147,2018,3
dj_1607,2018,3.4
dj_512,2018,3.2
dj_877,2018,4.2
dj_1242,2018,4.5
dj_1972,2018,4.1
dj_148,2018,4.8
dj_1608,2018,3.8
dj_513,2018,4.8
dj_1243,2018,3.9
dj_1973,2018,4.9
dj_878,2018,4.9
dj_149,2018,4.2
dj_1974,2018,5
dj_1244,2018,3.8
dj_1609,2018,4.1
dj_514,2018,3.2
dj_879,2018,4.8
dj_1610,2018,3.3
dj_1975,2018,2.9
dj_515,2018,4.8
dj_880,2018,3.5
dj_1245,2018,4.6
dj_150,2018,3.2
dj_151,2018,4.1
dj_1611,2018,4.7
dj_1976,2018,4.9
dj_516,2018,3.1
dj_1246,2018,3.7
dj_881,2018,4
dj_152,2018,3.9
dj_1612,2018,3.9
dj_1977,2018,4.2
dj_517,2018,3.8
dj_1247,2018,4.8
dj_882,2018,4.9
dj_153,2018,4.5
dj_883,2018,3.9
dj_1248,2018,4.6
dj_1613,2018,3.3
dj_1978,2018,2.9
dj_518,2018,3.6
dj_1614,2018,2.8
dj_1979,2018,3.7
dj_519,2018,3.3
dj_1249,2018,3.7
dj_154,2018,3.9
dj_884,2018,4.1
dj_155,2018,4.9
dj_1615,2018,3.4
dj_520,2018,4.2
dj_1250,2018,3.5
dj_1980,2018,4.1
dj_885,2018,3.3
dj_156,2018,3
dj_1981,2018,5
dj_521,2018,4.5
dj_886,2018,4.2
dj_1251,2018,3.7
dj_1616,2018,4
dj_157,2018,4.6
dj_1982,2018,3.5
dj_1252,2018,3.9
dj_1617,2018,4.4
dj_522,2018,4.3
dj_887,2018,4.9
dj_1618,2018,4.9
dj_523,2018,3.5
dj_1253,2018,4.8
dj_158,2018,3.4
dj_1983,2018,3.6
dj_888,2018,5
dj_159,2018,3.7
dj_1619,2018,3.6
dj_524,2018,4.9
dj_889,2018,4.9
dj_1254,2018,3.6
dj_1984,2018,4.2
dj_160,2018,5
dj_1620,2018,4.9
dj_1985,2018,4
dj_525,2018,4.5
dj_1255,2018,4.9
dj_890,2018,5
dj_161,2018,4.3
dj_1621,2018,4.3
dj_1256,2018,4.2
dj_1986,2018,3.3
dj_526,2018,4.8
dj_891,2018,3.4
dj_1622,2018,4.1
dj_527,2018,5
dj_892,2018,3.8
dj_1257,2018,5
dj_162,2018,3.8
dj_1987,2018,4.9
dj_1623,2018,3.2
dj_163,2018,3.7
dj_528,2018,3.4
dj_1258,2018,4
dj_1988,2018,5
dj_893,2018,3.1
dj_164,2018,3.8
dj_529,2018,4.7
dj_1259,2018,3.8
dj_1624,2018,3.1
dj_1989,2018,2.9
dj_894,2018,4.1
dj_1625,2018,4.7
dj_165,2018,4.6
dj_1990,2018,4.9
dj_895,2018,4.7
dj_1260,2018,4.7
dj_530,2018,4.2
dj_1626,2018,2.7
dj_531,2018,3.5
dj_1261,2018,4.8
dj_166,2018,4.7
dj_1991,2018,4
dj_896,2018,3.8
dj_167,2018,4.9
dj_532,2018,3.3
dj_1262,2018,4.5
dj_1627,2018,4.4
dj_1992,2018,2.8
dj_897,2018,3.9
dj_1628,2018,4.9
dj_168,2018,4.8
dj_1993,2018,4.1
dj_533,2018,4.6
dj_898,2018,3.2
dj_1263,2018,4.2
dj_1629,2018,3.8
dj_169,2018,4.4
dj_1264,2018,4.8
dj_1994,2018,3.6
dj_534,2018,4
dj_899,2018,3.7
dj_1630,2018,2.9
dj_1995,2018,3.2
dj_535,2018,4.6
dj_1265,2018,4.2
dj_170,2018,4.2
dj_900,2018,4.3
dj_1631,2018,4.1
dj_171,2018,4.8
dj_1996,2018,3.7
dj_536,2018,4
dj_901,2018,3.2
dj_1266,2018,4.3
dj_172,2018,3.5
dj_1997,2018,4
dj_537,2018,4.1
dj_1267,2018,3.7
dj_1632,2018,3.6
dj_902,2018,4.9
dj_173,2018,4.2
dj_538,2018,3.2
dj_1268,2018,4.5
dj_1633,2018,4.3
dj_1998,2018,4.7
dj_903,2018,3.4
dj_539,2018,4.6
dj_904,2018,4.9
dj_1269,2018,4.3
dj_1634,2018,4
dj_174,2018,4.4
dj_1999,2018,3.8
dj_1635,2018,3.7
dj_175,2018,4.9
dj_2000,2018,3.6
dj_540,2018,3.1
dj_1270,2018,4.8
dj_905,2018,3.3
dj_176,2018,4.3
dj_541,2018,4.8
dj_1271,2018,5
dj_1636,2018,4
dj_2001,2018,4.4
dj_906,2018,4.9
dj_1637,2018,2.7
dj_177,2018,4.4
dj_2002,2018,4.4
dj_542,2018,5
dj_907,2018,4.5
dj_1272,2018,4.1
dj_2003,2018,4.2
dj_543,2018,4.6
dj_1273,2018,4.9
dj_1638,2018,3
dj_178,2018,4.6
dj_908,2018,4.4
dj_179,2018,3.1
dj_2004,2018,3.7
dj_544,2018,4.6
dj_1274,2018,4.7
dj_1639,2018,5
dj_909,2018,4
dj_1640,2018,2.8
dj_180,2018,3.5
dj_2005,2018,3.2
dj_545,2018,3.5
dj_910,2018,4
dj_1275,2018,4.6
dj_1641,2018,2.9
dj_181,2018,4.4
dj_546,2018,4.7
dj_1276,2018,4.1
dj_2006,2018,4.4
dj_911,2018,3.7
dj_2007,2018,3.9
dj_547,2018,3.7
dj_1277,2018,4.4
dj_1642,2018,4.4
dj_182,2018,2.9
dj_912,2018,4.7
dj_1643,2018,3
dj_183,2018,3
dj_2008,2018,4.6
dj_548,2018,3.8
dj_913,2018,4.8
dj_1278,2018,4.2
dj_184,2018,3.2
dj_549,2018,3.6
dj_1279,2018,3.5
dj_1644,2018,3
dj_2009,2018,3.7
dj_914,2018,4.1
dj_185,2018,3
dj_2010,2018,4.4
dj_550,2018,3.8
dj_1280,2018,3.5
dj_1645,2018,4.2
dj_915,2018,4.3
dj_551,2018,4.8
dj_916,2018,3.9
dj_1281,2018,3.6
dj_1646,2018,3.8
dj_186,2018,3.1
dj_2011,2018,3.2
dj_1647,2018,3.4
dj_187,2018,4.4
dj_1282,2018,4.2
dj_2012,2018,4.9
dj_552,2018,4.6
dj_917,2018,3.3
dj_188,2018,3.8
dj_2013,2018,3.1
dj_553,2018,4
dj_1283,2018,4
dj_1648,2018,3.5
dj_918,2018,4.2
dj_1649,2018,3.8
dj_189,2018,3.6
dj_2014,2018,2.9
dj_919,2018,3.5
dj_1284,2018,3.9
dj_554,2018,4.8
dj_1650,2018,4.9
dj_555,2018,3.4
dj_1285,2018,4.3
dj_190,2018,3.6
dj_2015,2018,4.9
dj_920,2018,3.7
dj_1651,2018,4.2
