Customer_id,Gender,Age,City
dj_383,Female,50,Vaughan
dj_1113,Male,67,Kitchener
dj_748,Male,51,London
dj_1478,Male,62,Toronto
dj_18,Female,27,Toronto
dj_1114,Female,66,Windsor
dj_384,Female,35,London
dj_1479,Female,29,Ottawa
dj_1844,Female,43,London
dj_749,Female,45,Markham
dj_19,Male,35,Brampton
dj_1845,Female,30,Mississauga
dj_1480,Male,43,Windsor
dj_385,Male,29,Windsor
dj_1115,Female,43,Brampton
dj_20,Female,55,Windsor
dj_750,Female,60,Hamilton
dj_751,Male,27,Markham
dj_1116,Male,20,Kitchener
dj_1481,Female,32,Kitchener
dj_386,Female,29,Toronto
dj_1846,Female,43,Toronto
dj_21,Female,31,Toronto
dj_1117,Male,61,Vaughan
dj_1482,Male,44,Kitchener
dj_22,Male,22,Kitchener
dj_387,Female,59,Ottawa
dj_1847,Male,50,Hamilton
dj_752,Female,48,Toronto
dj_388,Male,53,Kitchener
dj_753,Female,46,Windsor
dj_23,Female,69,Vaughan
dj_1118,Female,25,Vaughan
dj_1483,Female,56,Mississauga
dj_1848,Male,35,Ottawa
dj_389,Female,25,Windsor
dj_1484,Female,67,Vaughan
dj_1119,Male,59,Hamilton
dj_1849,Male,48,Hamilton
dj_24,Female,42,Hamilton
dj_754,Male,50,Toronto
dj_755,Female,52,Vaughan
dj_1120,Female,42,Hamilton
dj_1485,Female,20,Toronto
dj_1850,Female,34,Vaughan
dj_25,Male,60,Markham
dj_390,Female,23,Windsor
dj_1486,Male,55,Hamilton
dj_26,Female,47,Ottawa
dj_391,Male,56,Markham
dj_1121,Male,66,Toronto
dj_1851,Male,43,Ottawa
dj_756,Female,54,Toronto
dj_757,Male,64,Ottawa
dj_1487,Male,42,Windsor
dj_27,Female,39,Hamilton
dj_392,Female,48,Markham
dj_1122,Female,22,Windsor
dj_1852,Male,62,Vaughan
dj_393,Female,18,Toronto
dj_1123,Female,29,Vaughan
dj_28,Male,43,Ottawa
dj_1488,Male,49,London
dj_758,Female,59,Toronto
dj_1853,Female,69,Ottawa
dj_1489,Female,28,London
dj_1854,Male,63,Mississauga
dj_759,Female,61,Toronto
dj_1124,Female,69,Mississauga
dj_29,Female,36,Vaughan
dj_394,Male,43,Kitchener
dj_1490,Male,50,Mississauga
dj_395,Female,65,Hamilton
dj_1125,Male,47,Ottawa
dj_30,Female,61,Markham
dj_1855,Female,56,Kitchener
dj_760,Male,42,Vaughan
dj_1126,Male,51,Kitchener
dj_1491,Male,43,Vaughan
dj_31,Male,34,Mississauga
dj_761,Female,57,Toronto
dj_396,Female,43,Mississauga
dj_1856,Female,56,Brampton
dj_1857,Male,44,Vaughan
dj_1492,Female,50,Mississauga
dj_397,Male,52,Windsor
dj_32,Female,58,Markham
dj_1127,Male,48,Markham
dj_762,Female,19,Windsor
dj_1493,Male,25,Brampton
dj_763,Male,23,Windsor
dj_1858,Male,46,Brampton
dj_1128,Female,46,London
dj_33,Female,23,Brampton
dj_398,Female,34,Toronto
dj_34,Male,48,Toronto
dj_399,Female,30,Brampton
dj_1129,Male,48,Windsor
dj_1859,Female,57,Vaughan
dj_1494,Female,36,Toronto
dj_764,Female,33,Vaughan
dj_1495,Female,28,London
dj_765,Female,26,Brampton
dj_400,Male,70,London
dj_1130,Male,44,London
dj_35,Female,59,Mississauga
dj_1860,Male,59,Vaughan
dj_401,Female,50,Brampton
dj_1131,Female,59,Windsor
dj_1496,Male,58,Toronto
dj_1861,Female,21,Toronto
dj_36,Female,53,Windsor
dj_766,Male,32,Mississauga
dj_37,Male,40,London
dj_1132,Male,46,London
dj_767,Female,56,London
dj_402,Female,24,Windsor
dj_1497,Male,47,Mississauga
dj_1862,Male,40,Hamilton
dj_1863,Female,23,Kitchener
dj_403,Male,59,Brampton
dj_768,Female,34,Mississauga
dj_38,Female,29,Markham
dj_1133,Female,38,Kitchener
dj_1498,Female,61,Hamilton
dj_404,Female,53,Toronto
dj_769,Male,36,Kitchener
dj_1499,Male,62,Hamilton
dj_39,Female,61,Hamilton
dj_1134,Female,43,London
dj_1864,Female,51,Windsor
dj_1135,Male,26,Markham
dj_405,Female,60,Toronto
dj_1865,Female,44,London
dj_40,Male,36,Brampton
dj_1500,Female,24,Toronto
dj_770,Female,59,Ottawa
dj_1501,Male,44,London
dj_771,Female,41,Ottawa
dj_406,Male,65,Markham
dj_1866,Male,28,Toronto
dj_1136,Male,62,Toronto
dj_41,Female,44,Windsor
dj_407,Female,42,Brampton
dj_1867,Male,37,Brampton
dj_1137,Female,20,Ottawa
dj_772,Male,52,Markham
dj_42,Female,54,Mississauga
dj_1502,Female,67,Markham
dj_1868,Male,36,Mississauga
dj_1138,Male,69,Toronto
dj_773,Female,63,Windsor
dj_1503,Female,33,Brampton
dj_408,Female,53,Hamilton
dj_43,Male,39,Windsor
dj_409,Male,24,Brampton
dj_1504,Female,69,Vaughan
dj_1869,Female,18,Mississauga
dj_1139,Female,65,Windsor
dj_44,Female,64,Kitchener
dj_774,Female,33,London
dj_775,Male,53,Toronto
dj_1505,Male,52,Brampton
dj_410,Female,55,Markham
dj_1140,Male,21,Kitchener
dj_1870,Male,56,Toronto
dj_45,Female,36,Ottawa
dj_411,Female,60,Vaughan
dj_1141,Female,23,London
dj_1506,Male,19,Brampton
dj_1871,Male,35,Toronto
dj_776,Female,36,Kitchener
dj_46,Male,62,Toronto
dj_412,Male,69,Toronto
dj_777,Female,51,Brampton
dj_1142,Female,28,Mississauga
dj_1507,Male,22,Brampton
dj_1872,Female,23,London
dj_47,Female,32,Markham
dj_413,Female,27,Windsor
dj_1508,Female,54,Brampton
dj_1873,Male,40,Markham
dj_48,Female,21,Windsor
dj_778,Male,38,Markham
dj_1143,Female,66,London
dj_1144,Male,20,Kitchener
dj_1509,Male,61,London
dj_779,Female,62,Kitchener
dj_1874,Female,20,Ottawa
dj_414,Female,60,Vaughan
dj_49,Male,70,Toronto
dj_415,Male,18,Mississauga
dj_1510,Male,30,Windsor
dj_1875,Female,18,Brampton
dj_780,Female,25,Mississauga
dj_1145,Male,41,Ottawa
dj_50,Female,35,Hamilton
dj_416,Female,40,Kitchener
dj_51,Female,24,Hamilton
dj_1876,Male,60,Toronto
dj_781,Male,50,Hamilton
dj_1511,Female,28,Vaughan
dj_1146,Male,24,London
dj_417,Female,52,Ottawa
dj_52,Male,20,Toronto
dj_1147,Female,38,Kitchener
dj_1877,Male,20,London
dj_782,Female,50,Vaughan
dj_1512,Male,46,Hamilton
dj_1513,Female,33,Windsor
dj_783,Female,56,Windsor
dj_1148,Male,62,Kitchener
dj_1878,Female,64,Toronto
dj_418,Male,45,Toronto
dj_53,Female,36,Kitchener
dj_419,Female,42,Brampton
dj_54,Female,67,Vaughan
dj_784,Male,45,Kitchener
dj_1149,Male,61,Mississauga
dj_1514,Female,39,Kitchener
dj_1879,Male,24,Windsor
dj_785,Female,40,Hamilton
dj_1150,Female,38,Windsor
dj_1880,Female,30,Vaughan
dj_420,Female,30,Vaughan
dj_1515,Male,39,Kitchener
dj_55,Male,52,Kitchener
dj_421,Male,25,Ottawa
dj_1516,Male,31,Hamilton
dj_56,Female,39,Hamilton
dj_786,Female,34,Markham
dj_1151,Male,18,Brampton
dj_1881,Male,47,Windsor
dj_1882,Female,31,Ottawa
dj_57,Female,45,Windsor
dj_787,Male,64,Brampton
dj_1517,Female,55,Vaughan
dj_422,Female,62,Vaughan
dj_1152,Female,27,Windsor
dj_1153,Female,22,Kitchener
dj_423,Female,32,Windsor
dj_58,Male,49,Windsor
dj_1883,Female,20,Brampton
dj_788,Female,32,Kitchener
dj_1518,Male,21,Mississauga
dj_1884,Female,62,Ottawa
dj_424,Male,43,Vaughan
dj_789,Female,22,Mississauga
dj_1519,Female,37,Toronto
dj_1154,Male,70,London
dj_59,Female,44,Windsor
dj_1520,Male,44,Brampton
dj_425,Female,64,Windsor
dj_60,Female,59,Windsor
dj_1155,Male,33,Markham
dj_1885,Male,60,Markham
dj_790,Male,34,Kitchener
dj_1156,Female,52,Brampton
dj_1886,Male,25,Windsor
dj_61,Male,30,Vaughan
dj_791,Female,55,Windsor
dj_1521,Female,21,Markham
dj_426,Female,56,Vaughan
dj_1522,Female,63,London
dj_1887,Male,69,Brampton
dj_427,Male,18,London
dj_1157,Male,68,Markham
dj_62,Female,52,Windsor
dj_792,Female,28,Windsor
dj_1523,Female,27,Mississauga
dj_428,Female,45,Markham
dj_63,Female,36,Vaughan
dj_793,Male,22,Brampton
dj_1158,Female,31,Windsor
dj_1888,Female,70,Brampton
dj_1159,Male,46,Markham
dj_1524,Male,65,Kitchener
dj_1889,Male,68,Hamilton
dj_429,Female,33,Hamilton
dj_64,Male,61,Markham
dj_794,Female,56,London
dj_1525,Male,25,Hamilton
dj_795,Female,41,London
dj_1160,Female,63,Vaughan
dj_1890,Male,70,Vaughan
dj_430,Male,68,Toronto
dj_65,Female,60,London
dj_1526,Male,36,Kitchener
dj_1891,Female,60,London
dj_431,Female,55,Windsor
dj_66,Female,65,Vaughan
dj_1161,Female,42,Toronto
dj_796,Male,43,Mississauga
dj_1162,Female,54,Kitchener
dj_432,Female,59,London
dj_67,Male,23,Vaughan
dj_797,Female,35,Toronto
dj_1527,Female,29,Kitchener
dj_1892,Male,44,Ottawa
dj_1528,Male,28,London
dj_1893,Female,53,Hamilton
dj_433,Male,41,Mississauga
dj_1163,Male,23,London
dj_68,Female,24,London
dj_798,Female,42,Brampton
dj_1529,Male,21,Hamilton
dj_69,Female,69,London
dj_799,Male,21,Hamilton
dj_1164,Male,40,Windsor
dj_1894,Female,45,Mississauga
dj_434,Female,50,London
dj_1165,Male,54,Brampton
dj_1895,Male,23,Mississauga
dj_435,Female,68,Kitchener
dj_70,Male,44,London
dj_1530,Female,25,Markham
dj_800,Female,27,London
dj_436,Male,31,Windsor
dj_801,Female,63,Kitchener
dj_1166,Female,53,London
dj_1531,Male,40,Vaughan
dj_1896,Male,64,London
dj_71,Female,22,Kitchener
dj_1897,Female,45,Toronto
dj_437,Female,35,Ottawa
dj_72,Female,43,Markham
dj_1167,Male,53,Windsor
dj_1532,Female,50,Markham
dj_802,Male,29,Vaughan
dj_1168,Male,69,Markham
dj_1898,Male,58,Markham
dj_73,Male,35,Hamilton
dj_803,Female,45,Kitchener
dj_1533,Female,35,London
dj_438,Female,28,Hamilton
dj_439,Male,20,Windsor
dj_1169,Female,62,Ottawa
dj_1534,Male,43,Kitchener
dj_1899,Female,46,Toronto
dj_74,Female,20,Ottawa
dj_804,Female,32,Brampton
dj_1535,Male,69,Markham
dj_440,Female,50,Windsor
dj_75,Female,44,Hamilton
dj_805,Male,43,Mississauga
dj_1170,Male,58,Brampton
dj_1900,Male,50,Brampton
dj_1171,Female,37,Vaughan
dj_441,Female,69,Windsor
dj_76,Male,19,London
dj_1536,Female,31,Markham
dj_1901,Female,46,Ottawa
dj_806,Female,34,Mississauga
dj_1537,Male,23,Hamilton
dj_1902,Female,54,Toronto
dj_807,Female,68,Kitchener
dj_1172,Female,31,Kitchener
dj_442,Male,21,London
dj_77,Female,18,Kitchener
dj_1903,Female,59,Brampton
dj_443,Female,39,Toronto
dj_78,Female,65,London
dj_1173,Male,28,Hamilton
dj_1538,Female,70,Brampton
dj_808,Male,29,Ottawa
dj_1174,Male,43,London
dj_444,Female,67,Kitchener
dj_79,Male,47,Markham
dj_809,Female,18,Windsor
dj_1539,Male,69,Vaughan
dj_1904,Male,24,Ottawa
dj_1905,Male,60,Toronto
dj_445,Male,70,Mississauga
dj_1175,Female,51,Toronto
dj_1540,Female,34,Mississauga
dj_80,Female,19,London
dj_810,Female,61,London
dj_1541,Female,39,Brampton
dj_81,Female,54,Ottawa
dj_811,Male,60,Windsor
dj_1176,Male,38,Ottawa
dj_1906,Male,23,London
dj_446,Female,53,Hamilton
dj_1177,Female,70,Ottawa
dj_1542,Female,43,Ottawa
dj_447,Female,18,Markham
dj_82,Male,53,Windsor
dj_1907,Female,66,Windsor
dj_812,Female,67,Brampton
dj_1908,Male,37,Ottawa
dj_448,Male,24,Toronto
dj_813,Female,20,Ottawa
dj_1178,Male,20,Toronto
dj_1543,Male,27,Windsor
dj_83,Female,34,Hamilton
dj_1544,Male,21,Vaughan
dj_1909,Male,56,Toronto
dj_449,Female,59,Windsor
dj_84,Female,47,Kitchener
dj_1179,Female,51,Brampton
dj_814,Male,64,Toronto
dj_1180,Female,56,Ottawa
dj_1545,Male,59,Windsor
dj_1910,Female,28,Vaughan
dj_815,Female,62,Vaughan
dj_85,Male,57,Mississauga
dj_450,Female,29,London
dj_1911,Male,38,Brampton
dj_451,Male,70,Ottawa
dj_1181,Female,67,Hamilton
dj_1546,Female,52,Ottawa
dj_816,Female,66,Toronto
dj_86,Female,21,Windsor
dj_1547,Male,34,Windsor
dj_452,Female,66,London
dj_817,Male,58,Windsor
dj_87,Female,46,Toronto
dj_1182,Male,44,Toronto
dj_1912,Female,29,London
dj_1183,Male,43,Markham
dj_453,Female,70,Hamilton
dj_88,Male,35,London
dj_1548,Male,18,Windsor
dj_1913,Female,70,London
dj_818,Female,23,Mississauga
dj_819,Female,63,Windsor
dj_1184,Male,43,Brampton
dj_1549,Female,47,Windsor
dj_1914,Male,56,Vaughan
dj_454,Male,53,Ottawa
dj_89,Female,35,Mississauga
dj_1550,Male,63,Vaughan
dj_455,Female,52,Markham
dj_90,Female,67,Hamilton
dj_1185,Female,22,Markham
dj_1915,Male,22,London
dj_820,Male,20,Hamilton
dj_1186,Male,67,Mississauga
dj_1551,Female,63,Kitchener
dj_1916,Female,43,Hamilton
dj_456,Female,41,Markham
dj_821,Female,69,London
dj_91,Male,34,Windsor
dj_457,Male,60,Markham
dj_1187,Male,34,Toronto
dj_1552,Female,56,Ottawa
dj_1917,Male,53,Toronto
dj_822,Female,48,Hamilton
dj_92,Female,51,London
dj_1553,Male,55,Markham
dj_823,Male,57,Ottawa
dj_93,Female,48,Vaughan
dj_1188,Female,40,Brampton
dj_1918,Female,34,Ottawa
dj_458,Female,45,Mississauga
dj_1554,Male,48,Markham
dj_459,Female,36,Windsor
dj_94,Male,57,Vaughan
dj_1189,Male,45,Windsor
dj_1919,Male,28,Vaughan
dj_824,Female,61,Markham
dj_1555,Female,46,Mississauga
dj_1920,Female,58,Brampton
dj_460,Male,28,Hamilton
dj_825,Female,18,Kitchener
dj_1190,Female,33,Windsor
dj_95,Female,55,Brampton
dj_1556,Male,36,London
dj_1921,Female,46,Windsor
dj_461,Female,41,Toronto
dj_96,Female,40,Brampton
dj_1191,Female,26,Windsor
dj_826,Male,19,Windsor
dj_827,Female,18,Windsor
dj_97,Male,38,Mississauga
dj_1192,Male,31,Brampton
dj_1557,Female,53,Windsor
dj_1922,Female,48,Ottawa
dj_462,Female,32,Hamilton
dj_1923,Male,48,London
dj_463,Male,49,Vaughan
dj_1193,Male,53,Hamilton
dj_1558,Male,50,Ottawa
dj_828,Female,68,Windsor
dj_98,Female,23,London
dj_1924,Male,39,Ottawa
dj_464,Female,69,Vaughan
dj_829,Male,48,London
dj_99,Female,30,Toronto
dj_1194,Female,51,Vaughan
dj_1559,Female,31,Mississauga
dj_100,Male,63,Ottawa
dj_465,Female,41,Kitchener
dj_1195,Male,39,Markham
dj_1560,Female,53,Mississauga
dj_1925,Male,63,Markham
dj_830,Female,58,Kitchener
dj_1926,Female,20,Hamilton
dj_831,Female,21,Hamilton
dj_101,Female,68,Kitchener
dj_1196,Female,33,Hamilton
dj_1561,Female,20,Windsor
dj_466,Male,60,Mississauga
dj_102,Female,54,Toronto
dj_467,Female,64,Windsor
dj_1197,Male,66,Brampton
dj_1562,Male,26,Brampton
dj_1927,Male,32,Ottawa
dj_832,Male,22,Brampton
dj_103,Male,43,Brampton
dj_1563,Male,39,Kitchener
dj_468,Female,32,Vaughan
dj_833,Female,47,Brampton
dj_1198,Female,33,Brampton
dj_1928,Male,54,Markham
dj_1564,Male,25,Brampton
dj_1929,Female,21,Windsor
dj_469,Male,37,Vaughan
dj_104,Female,19,Vaughan
dj_1199,Female,21,London
dj_834,Female,43,Windsor
dj_105,Female,25,Brampton
dj_835,Male,35,Brampton
dj_1200,Female,41,Toronto
dj_1565,Female,52,London
dj_1930,Male,64,Windsor
dj_470,Female,29,Brampton
dj_106,Male,65,Vaughan
dj_471,Female,53,Hamilton
dj_1201,Male,66,Hamilton
dj_1566,Male,54,Hamilton
dj_1931,Female,50,Toronto
dj_836,Female,55,Brampton
dj_472,Male,62,Vaughan
dj_837,Female,27,Hamilton
dj_107,Female,49,Ottawa
dj_1202,Male,22,London
dj_1567,Male,58,Toronto
dj_1932,Female,59,Vaughan
dj_108,Female,43,Toronto
dj_1933,Male,23,Mississauga
dj_473,Female,39,Windsor
dj_1203,Male,56,Windsor
dj_1568,Female,46,London
dj_838,Male,33,Kitchener
dj_109,Male,39,Mississauga
dj_1569,Male,46,Markham
dj_1934,Male,31,Hamilton
dj_839,Female,44,London
dj_1204,Female,38,Markham
dj_474,Female,64,Toronto
dj_1570,Female,57,Brampton
dj_475,Male,63,Vaughan
dj_110,Female,61,Hamilton
dj_1205,Male,18,Toronto
dj_1935,Female,25,London
dj_840,Female,37,Markham
dj_111,Female,38,Vaughan
dj_476,Female,24,Markham
dj_841,Male,24,Toronto
dj_1206,Male,25,Windsor
dj_1571,Female,45,Ottawa
dj_1936,Male,47,Toronto
dj_112,Male,64,Kitchener
dj_477,Female,53,Kitchener
dj_1207,Female,21,Mississauga
dj_1572,Male,68,Toronto
dj_1937,Female,61,Mississauga
dj_842,Female,70,Kitchener
dj_1938,Male,51,Ottawa
dj_843,Female,38,Toronto
dj_113,Female,51,Brampton
dj_1208,Male,48,Windsor
dj_1573,Male,30,Windsor
dj_478,Male,48,Windsor
dj_114,Female,26,Windsor
dj_1574,Female,18,London
dj_479,Female,53,Hamilton
dj_1209,Female,44,Hamilton
dj_1939,Female,57,Windsor
dj_844,Male,52,London
dj_115,Male,37,Mississauga
dj_1940,Female,69,Kitchener
dj_480,Female,41,Vaughan
dj_845,Female,52,Hamilton
dj_1210,Female,54,Brampton
dj_1575,Male,43,Ottawa
dj_1941,Female,59,Mississauga
dj_481,Male,29,Mississauga
dj_116,Female,34,Kitchener
dj_1211,Male,18,Hamilton
dj_1576,Female,69,Vaughan
dj_846,Female,50,Windsor
dj_117,Female,29,Toronto
dj_1942,Male,70,Kitchener
dj_847,Male,64,Markham
dj_1212,Male,18,Ottawa
dj_1577,Male,58,Brampton
dj_482,Female,35,Toronto
dj_118,Male,57,Brampton
dj_1578,Female,24,Ottawa
dj_1943,Male,22,Hamilton
dj_483,Female,31,Windsor
dj_1213,Female,59,Windsor
dj_848,Female,18,Vaughan
dj_1579,Female,36,Toronto
dj_1944,Male,32,London
dj_484,Male,19,Vaughan
dj_849,Female,41,Ottawa
dj_119,Female,55,Hamilton
dj_1214,Male,25,Toronto
dj_120,Female,22,Vaughan
dj_1580,Female,56,Mississauga
dj_485,Female,54,Windsor
dj_1215,Female,67,Windsor
dj_1945,Female,24,Vaughan
dj_850,Male,42,Ottawa
dj_121,Male,27,London
dj_851,Female,26,Windsor
dj_1216,Male,50,Hamilton
dj_1581,Male,56,Vaughan
dj_1946,Male,70,Toronto
dj_486,Female,58,Vaughan
dj_487,Male,43,Toronto
dj_1217,Female,33,Windsor
dj_122,Female,55,Hamilton
dj_1582,Male,23,Windsor
dj_1947,Male,23,Brampton
dj_852,Female,49,London
dj_123,Female,46,Windsor
dj_488,Female,47,Mississauga
dj_853,Male,64,Ottawa
dj_1218,Female,32,Windsor
dj_1583,Male,64,Kitchener
dj_1948,Female,63,Vaughan
dj_124,Male,19,Toronto
dj_1584,Female,62,Toronto
dj_489,Female,58,Toronto
dj_1219,Female,49,Windsor
dj_1949,Male,28,London
dj_854,Female,30,Hamilton
dj_1950,Female,19,Hamilton
dj_855,Female,22,Windsor
dj_1220,Male,18,Markham
dj_125,Female,66,Markham
dj_1585,Male,47,Vaughan
dj_490,Male,40,Windsor
dj_126,Female,29,London
dj_1586,Male,68,Mississauga
dj_1951,Female,54,Ottawa
dj_491,Female,53,Kitchener
dj_1221,Male,50,Mississauga
dj_856,Male,57,Brampton
dj_127,Male,60,Vaughan
dj_1587,Female,25,Ottawa
dj_1952,Male,60,Brampton
dj_492,Female,49,London
dj_857,Female,52,Hamilton
dj_1222,Male,65,Toronto
dj_1588,Male,21,Windsor
dj_493,Male,62,Hamilton
dj_1223,Female,59,London
dj_128,Female,42,Brampton
dj_1953,Male,33,Toronto
dj_858,Female,38,Toronto
dj_129,Female,27,London
dj_859,Male,62,Toronto
dj_1224,Male,34,Brampton
dj_1589,Female,54,Ottawa
dj_1954,Female,36,Brampton
dj_494,Female,55,Ottawa
dj_130,Male,21,London
dj_495,Female,47,Kitchener
dj_1225,Male,36,Hamilton
dj_1590,Female,48,Vaughan
dj_1955,Male,49,Kitchener
dj_860,Female,41,London
dj_1591,Male,33,Hamilton
dj_496,Male,29,Markham
dj_861,Female,33,London
dj_1226,Female,46,Brampton
dj_131,Female,18,Mississauga
dj_1956,Female,37,Kitchener
dj_132,Female,62,Toronto
dj_1592,Male,39,Ottawa
dj_497,Female,69,Toronto
dj_1227,Male,52,Brampton
dj_1957,Male,41,Brampton
dj_862,Male,49,Vaughan
dj_133,Male,31,Brampton
dj_1593,Female,42,Toronto
dj_1958,Female,68,Mississauga
dj_863,Female,63,Ottawa
dj_1228,Female,62,Vaughan
dj_498,Female,21,Toronto
dj_1594,Male,56,Markham
dj_499,Male,57,Toronto
dj_1229,Female,46,Markham
dj_134,Female,57,Hamilton
dj_1959,Female,23,Hamilton
dj_864,Female,34,Vaughan
dj_135,Female,54,Toronto
dj_500,Female,68,London
dj_865,Male,62,Markham
dj_1230,Male,62,Ottawa
dj_1595,Female,70,Ottawa
dj_1960,Female,26,Mississauga
dj_136,Male,33,Markham
dj_1596,Male,27,Ottawa
dj_501,Female,52,London
dj_1231,Male,51,Brampton
dj_1961,Male,36,Windsor
dj_866,Female,42,Windsor
dj_1232,Female,44,Hamilton
dj_137,Female,29,Hamilton
dj_1597,Female,50,Mississauga
dj_1962,Male,66,Ottawa
dj_502,Male,48,Mississauga
dj_867,Female,24,Markham
dj_138,Female,42,Brampton
dj_1598,Female,37,Hamilton
dj_503,Female,43,Kitchener
dj_868,Male,61,Markham
dj_1233,Male,24,Markham
dj_1963,Male,24,Kitchener
dj_139,Male,53,Ottawa
dj_504,Female,51,Ottawa
dj_1234,Female,68,Ottawa
dj_1599,Female,51,Windsor
dj_1964,Female,23,Ottawa
dj_869,Female,25,Brampton
dj_1965,Male,23,Windsor
dj_505,Male,43,Toronto
dj_1235,Male,52,Vaughan
dj_140,Female,70,Windsor
dj_1600,Male,30,Hamilton
dj_870,Female,34,Windsor
dj_141,Female,63,Mississauga
dj_1966,Male,51,Mississauga
dj_871,Male,43,Brampton
dj_1236,Female,29,Markham
dj_1601,Male,36,Brampton
dj_506,Female,59,Mississauga
dj_142,Male,36,Brampton
dj_507,Female,19,Windsor
dj_1237,Female,24,Windsor
dj_1602,Male,61,Ottawa
dj_1967,Female,64,London
dj_872,Female,30,Kitchener
dj_1603,Female,69,Vaughan
dj_508,Male,41,Kitchener
dj_1238,Female,27,London
dj_143,Female,24,Kitchener
dj_1968,Male,45,Mississauga
dj_873,Female,36,Toronto
dj_144,Female,34,Mississauga
dj_509,Female,53,London
dj_874,Male,40,Brampton
dj_1239,Male,60,Vaughan
dj_1604,Male,69,Markham
dj_1969,Female,43,Kitchener
dj_145,Male,64,Ottawa
dj_1240,Male,53,Mississauga
dj_1605,Male,62,Kitchener
dj_1970,Female,50,Markham
dj_510,Female,27,Windsor
dj_875,Female,63,Vaughan
dj_1606,Female,42,London
dj_1971,Male,70,Kitchener
dj_511,Male,60,Ottawa
dj_1241,Male,41,Mississauga
dj_146,Female,63,Ottawa
dj_876,Female,30,London
dj_147,Female,63,London
dj_1607,Male,23,Markham
dj_512,Female,26,Toronto
dj_877,Male,57,Brampton
dj_1242,Female,65,Toronto
dj_1972,Male,42,Brampton
dj_148,Male,62,London
dj_1608,Female,34,Ottawa
dj_513,Female,59,Mississauga
dj_1243,Male,56,London
dj_1973,Female,58,Hamilton
dj_878,Female,54,Brampton
dj_149,Female,42,Vaughan
dj_1974,Male,59,Ottawa
dj_1244,Male,66,Mississauga
dj_1609,Female,19,Toronto
dj_514,Male,67,Windsor
dj_879,Female,21,Toronto
dj_1610,Male,61,Ottawa
dj_1975,Female,58,Toronto
dj_515,Female,42,Kitchener
dj_880,Male,20,Windsor
